参数1_文本,参数2_文本,参数3_文本,参数4_文本,参数5_文本,参数6_文本,书名,章节名称
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,轰！,万仙来朝,第14章 红袍遮天三千里
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,仅仅是薛白松那一身金台境威压，就压迫得陆夜呼吸一窒，周身气机几欲紊乱。,万仙来朝,第14章 红袍遮天三千里
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,强烈的致命威胁，如芒在背，每一寸肌肤像被刀割般。,万仙来朝,第14章 红袍遮天三千里
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,这是修为上的巨大差距，像鸿沟般无法逾越。,万仙来朝,第14章 红袍遮天三千里
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,“可惜，你们根本不知道，昏睡这三年中，我经历了什么……”,1,,万仙来朝,第14章 红袍遮天三千里
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,陆夜心中喃喃，眸光冷冽，冷静如旧。,万仙来朝,第14章 红袍遮天三千里
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,嗡！,万仙来朝,第14章 红袍遮天三千里
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,在他的识海，十九颗祖师印记所化的星辰中，一颗泛着金色光芒的星辰骤然间震颤起来。,万仙来朝,第14章 红袍遮天三千里
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,“还有底牌吗，尽管使出来！”,1,,万仙来朝,第14章 红袍遮天三千里
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,薛白松气势愈发可怖，“说句不客气的话，在天河学府，就是天王老子来了，也救不了你！”,2,,万仙来朝,第14章 红袍遮天三千里
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,他隔空一抓。,万仙来朝,第14章 红袍遮天三千里
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,轰！,万仙来朝,第14章 红袍遮天三千里
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,一道足有十丈范围的金色大手横移长空，朝陆夜抓去。,万仙来朝,第14章 红袍遮天三千里
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,远处观战者皆骇然变色。,万仙来朝,第14章 红袍遮天三千里
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,薛白松这一击太过可怕，哪怕远远看着，都让人背脊发寒，如坠冰窟。,万仙来朝,第14章 红袍遮天三千里
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,而要知道，引灵境和金台境之间，足足相差两大境界！,万仙来朝,第14章 红袍遮天三千里
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,纵使拼命，也是飞蛾扑火，转瞬即逝。,万仙来朝,第14章 红袍遮天三千里
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,陆夜拿什么抗衡？,万仙来朝,第14章 红袍遮天三千里
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,“薛白松，你敢——！”,万仙来朝,第14章 红袍遮天三千里
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,远处，袁坤发出愤怒大吼，可却显得很绝望。,万仙来朝,第14章 红袍遮天三千里
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,他陷入重围，自身难保，更别说去救陆夜。,万仙来朝,第14章 红袍遮天三千里
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,然而，没人知道的是，在薛白松出手之前，陆夜早已右手虚握。,万仙来朝,第14章 红袍遮天三千里
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,如握一把战刀，作握刀欲斩之状。,1,,万仙来朝,第14章 红袍遮天三千里
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,在他心中，则轻声默念：,万仙来朝,第14章 红袍遮天三千里
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,“一、二……”,万仙来朝,第14章 红袍遮天三千里
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,还不等念到“三”，一幕不可思议的画面上演——,万仙来朝,第14章 红袍遮天三千里
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,就见虚空中，薛白松那一道十丈范围的金色大手已横跨抓来，气势汹汹，光焰刺目。,万仙来朝,第14章 红袍遮天三千里
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,可却有一片鲜红如燃的梅花突兀出现。,万仙来朝,第14章 红袍遮天三千里
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,梅花晶莹剔透，似刚从枝头采撷而下，看似柔软娇嫩，却在刹那间迸射出无数瑰丽万千的火线。,万仙来朝,第14章 红袍遮天三千里
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,一道道火线纵横交错。,万仙来朝,第14章 红袍遮天三千里
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,就像无数锐利无匹的剑气在虚空中交汇。,万仙来朝,第14章 红袍遮天三千里
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,那十丈范围的金色大手裂成无数碎块。,万仙来朝,第14章 红袍遮天三千里
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,随即——,万仙来朝,第14章 红袍遮天三千里
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,轰！,万仙来朝,第14章 红袍遮天三千里
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,无数金色碎块炸开，下了一场金灿灿的光雨。,万仙来朝,第14章 红袍遮天三千里
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,而那一片鲜红如燃的梅花，竟是骤然间化作一条燃烧的长鞭，在虚空中一扫。,万仙来朝,第14章 红袍遮天三千里
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,砰！砰！砰！,万仙来朝,第14章 红袍遮天三千里
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,一道又一道身影被抽飞出去。,万仙来朝,第14章 红袍遮天三千里
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,或发出闷哼，,万仙来朝,第14章 红袍遮天三千里
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,或凄厉哀嚎，,万仙来朝,第14章 红袍遮天三千里
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,或惊怒尖叫。,万仙来朝,第14章 红袍遮天三千里
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,那些赫然是围攻袁坤的天河学府长老，都被一一抽飞出去，狼狈不堪！,万仙来朝,第14章 红袍遮天三千里
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,至此，那一条火红长鞭这才化作一抹鲜红如燃的光，消弭不见。,万仙来朝,第14章 红袍遮天三千里
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,这一切说来缓慢，实则眨眼间就发生和结束。,万仙来朝,第14章 红袍遮天三千里
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,快得连薛白松这等金台境强者都措手不及，满脸惊愕。,万仙来朝,第14章 红袍遮天三千里
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,“看来赌对了，她终究还是出手了……”,万仙来朝,第14章 红袍遮天三千里
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,陆夜暗道。,万仙来朝,第14章 红袍遮天三千里
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,在场之中，独属他最冷静。,万仙来朝,第14章 红袍遮天三千里
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,因为眼前发生这一幕，本就在他的预测中。,万仙来朝,第14章 红袍遮天三千里
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,哪怕赌输了也无妨。,万仙来朝,第14章 红袍遮天三千里
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,识海中的那一颗“金色星辰”，才是他真正的后手！,万仙来朝,第14章 红袍遮天三千里
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,演武场的气氛骤然变得寂静，压抑人心。,万仙来朝,第14章 红袍遮天三千里
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,所有人都被震撼到，这是何等存在出手了？,万仙来朝,第14章 红袍遮天三千里
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,便在这沉闷压抑的氛围中，众人视野中，出现一抹耀眼的红色。,万仙来朝,第14章 红袍遮天三千里
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,如若红日初升，明耀天地！,万仙来朝,第14章 红袍遮天三千里
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,那赫然是一个身着红袍的女子。,2,,万仙来朝,第14章 红袍遮天三千里
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,她身影极为高挑修长，墨色长发挽成松散发髻，露出一截雪白晶莹的鹅颈。,3,,万仙来朝,第14章 红袍遮天三千里
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,随着她迈步而来，那一袭红袍宛如燃烧的火莲花瓣飘曳，风姿卓绝。,万仙来朝,第14章 红袍遮天三千里
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,不知多少人被惊艳到，或失神，或失态。,万仙来朝,第14章 红袍遮天三千里
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,而认出红袍女子身份的，则无不心中发紧，脸色顿变。,万仙来朝,第14章 红袍遮天三千里
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,因为女子那一袭红袍左肩处，赫然绘制着“刀剑交错，妖魔俯首”的图案。,万仙来朝,第14章 红袍遮天三千里
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,谁还能不知道，这风姿卓绝的红袍女子，是缉妖司走出的一位红袍将军！？,万仙来朝,第14章 红袍遮天三千里
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,“数年不见，谢将军风采更胜往昔，人也变得更美了……”,4,,万仙来朝,第14章 红袍遮天三千里
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,陆夜眼神微妙。,万仙来朝,第14章 红袍遮天三千里
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,谢凌秋！,万仙来朝,第14章 红袍遮天三千里
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,缉妖司红袍将军之一。,万仙来朝,第14章 红袍遮天三千里
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,大乾‘镇国八王’之一“覆海王”的妹妹。,1,,万仙来朝,第14章 红袍遮天三千里
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,三年前，大乾皇都城中，年仅十四岁的武道状元陆夜，曾和谢凌秋有过一段特殊的交集！,4,,万仙来朝,第14章 红袍遮天三千里
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,如今再见到这位惊艳绝代的红袍将军，陆夜心中也感触不已。,万仙来朝,第14章 红袍遮天三千里
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,“谢大人，您怎么来了？”,万仙来朝,第14章 红袍遮天三千里
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,薛白松心中一颤，连忙上前见礼。,万仙来朝,第14章 红袍遮天三千里
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,这位堂堂天河学府府主，此刻的姿态却摆得很低，眉目间尽是恭敬之色。,万仙来朝,第14章 红袍遮天三千里
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,“拜见谢大人！”,万仙来朝,第14章 红袍遮天三千里
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,首席长老李长峰和其他长老也慌了神，跟着上前见礼。,万仙来朝,第14章 红袍遮天三千里
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,刚才分明是谢凌秋出手，将他们一个个鞭打了一顿，可他们却无一人敢说什么！,万仙来朝,第14章 红袍遮天三千里
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,这一切，衬托得谢凌秋身份愈发不凡。,万仙来朝,第14章 红袍遮天三千里
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,“薛白松，我不是天王老子，你说我是否能救得了陆夜？”,万仙来朝,第14章 红袍遮天三千里
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,谢凌秋眸光如水，扫视薛白松，嗓音清冷清脆，却自有一股迫人的威严。,万仙来朝,第14章 红袍遮天三千里
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,众人这才终于确信，谢凌秋这位在大乾宛如传奇般的红袍将军，竟然是为陆夜而来！,万仙来朝,第14章 红袍遮天三千里
